web-scraper-order,web-scraper-start-url,Telephone,Telephone-href,Etat_Telephone,Marque,RAM,Couleur,Stockage,Dimension_Ecran,Prix
"1739119057-103","https://www.expat-dakar.com/telephones?page=191","Samsung A15 Ram 8Go Rom 256Go
                                NeufSamsung
                                                                                    Médina,
                                                                                Dakar
                                    
                                        mardi, 00:12
                                    
                                            Vendeur vérifié
                                        
                    125 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/samsung-a15-ram-8go-rom-256go-6003374","Neuf","Samsung","8Go","","256Go","6.5 Pouces","125 000 F Cfa"
"1739119059-104","https://www.expat-dakar.com/telephones?page=191","Désimlockage pour iPhone , 12, 13, 14, 15
                                NeufiPhone
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        28. déc. '24, 14:44
                                    
                    20 000 F Cfa
                        
                        775554166
                    
                        338217018","https://www.expat-dakar.com/annonce/desimlockage-pour-iphone-12-13-14-15-6008471","Neuf","iPhone","","","","","20 000 F Cfa"
"1739119061-105","https://www.expat-dakar.com/telephones?page=191","Samsung Galaxy Z Fold4
                                VenantSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 09:56
                                    
                    385 000 F Cfa
                        
                        773448645","https://www.expat-dakar.com/annonce/samsung-galaxy-z-fold4-6011234","Venant","Samsung","12","Gold Noir Blue","256","7.6 Pouces","385 000 F Cfa"
"1739119069-106","https://www.expat-dakar.com/telephones?page=190","Téléphone Simple Samsung
                                D'occasionSamsung
                                                                                    Guediawaye,
                                                                                Dakar
                                    
                                        17. janv., 16:09
                                    
                                            Vendeur vérifié
                                        
                    15 000 F Cfa
                        
                        775578275
                    
                        763583858
                    
                        775578275","https://www.expat-dakar.com/annonce/telephone-simple-samsung-5675867","D'occasion","Samsung","","","","","15 000 F Cfa"
"1739119072-107","https://www.expat-dakar.com/telephones?page=190","Vente Huawei P60 Pro
                                NeufHuawei
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        13. déc. '24, 10:31
                                    
                    415 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247","https://www.expat-dakar.com/annonce/vente-huawei-p60-pro-5992496","Neuf","Huawei","8 Go","Blanc","256 Go","6.7 Pouces","415 000 F Cfa"
"1739119075-108","https://www.expat-dakar.com/telephones?page=190","Montre connectée Fréquence Cardiaque / pression artérielle
                                NeufAutres
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        jeudi, 19:12
                                    
                    10 000 F Cfa
                        
                        781932453
                    
                        784074746
                    
                        784485061","https://www.expat-dakar.com/annonce/montre-connectee-frequence-cardiaque-pression-arterielle-6022461","Neuf","Autres","","Noir","","","10 000 F Cfa"
"1739119077-109","https://www.expat-dakar.com/telephones?page=190","Multi Chargeur iPhone
                                NeufAutres
                                                                                    Grand-Yoff,
                                                                                Dakar
                                    
                                        20. déc. '24, 13:47
                                    
                                            Vendeur vérifié
                                        
            20 000 F Cfa
        
                    25 000 F Cfa
                        
            Économisez 20%
        
                        772578471","https://www.expat-dakar.com/annonce/multi-chargeur-iphone-6005010","Neuf","Autres","","","","","20 000 F Cfa
        
                    25 000 F Cfa
                        
            Économisez 20%"
"1739119080-110","https://www.expat-dakar.com/telephones?page=190","Téléphone IP avaya
                                VenantAutres
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        12. oct. '24, 21:51
                                    
                    12 500 F Cfa
                        
                        773267319","https://www.expat-dakar.com/annonce/telephone-ip-avaya-6042962","Venant","Autres","","","","","12 500 F Cfa"
"1739119087-111","https://www.expat-dakar.com/telephones?page=190","Samsung Galaxy A55 256Go - RAM 8Go
                                NeufSamsung
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        20. déc. '24, 00:39
                                    
                    245 000 F Cfa
                        
                        781561010","https://www.expat-dakar.com/annonce/samsung-galaxy-a55-256go-ram-8go-6042706","Neuf","Samsung","8","Navy, Rose, Jaune, Bleu clair","256","6.6 Pouces","245 000 F Cfa"
"1739119090-112","https://www.expat-dakar.com/telephones?page=190","Samsung Galaxy A55 128Go - RAM 8Go
                                NeufSamsung
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        20. déc. '24, 00:39
                                    
                    225 000 F Cfa
                        
                        781561010","https://www.expat-dakar.com/annonce/samsung-galaxy-a55-128go-ram-8go-6043217","Neuf","Samsung","8","Rose, Noir, Jaune, Bleu clair","128","6.6 Pouces","225 000 F Cfa"
"1739119093-113","https://www.expat-dakar.com/telephones?page=190","TÉLÉPHONE SAMSUNG A54 128GO RAM6GB
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        10. déc. '24, 13:53
                                    
                    219 000 F Cfa
                        
                        774714823","https://www.expat-dakar.com/annonce/telephone-samsung-a54-128go-ram6gb-6002740","Neuf","Samsung","6","","128","6.0 Pouces","219 000 F Cfa"
"1739119097-114","https://www.expat-dakar.com/telephones?page=190","Redmi 13 Pro Rom 512Go 5G
                                NeufXiaomi
                                                                                    Médina,
                                                                                Dakar
                                    
                                        26. déc. '24, 11:21
                                    
                                            Vendeur vérifié
                                        
                    260 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/redmi-13-pro-rom-512go-5g-6048913","Neuf","Xiaomi","8Go","Blanc - Noir -Gris","512Go","6.6 Pouces","260 000 F Cfa"
"1739119106-115","https://www.expat-dakar.com/telephones?page=190","TELEPHONE SAMSUNG A54 256GO RAM8GB
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 11:31
                                    
                    239 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/telephone-samsung-a54-256go-ram8gb-6057764","Neuf","Samsung","8","","256","6.0 Pouces","239 000 F Cfa"
"1739119114-116","https://www.expat-dakar.com/telephones?page=189","iphone 15 pro max
                                NeufiPhone
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:10
                                    
                    850 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/iphone-15-pro-max-5969054","Neuf","iPhone","12","natural titanium","256g","6.9 Pouces","850 000 F Cfa"
"1739119117-117","https://www.expat-dakar.com/telephones?page=189","Redmi Note 13 Lite 5G Lte Rom 256Go Ram 8Go
                                NeufXiaomi
                                                                                    Médina,
                                                                                Dakar
                                    
                                        24. déc. '24, 20:08
                                    
                                            Vendeur vérifié
                                        
                    265 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/redmi-note-13-lite-5g-lte-rom-256go-ram-8go-6049003","Neuf","Xiaomi","8Go","Rose - Bleu - Noir","256Go","6.5 Pouces","265 000 F Cfa"
"1739119121-118","https://www.expat-dakar.com/telephones?page=189","Oppo A58 128GB
                                VenantOppo
                                                                                    Sicap foire,
                                                                                Dakar
                                    
                                        3. déc. '24, 13:48
                                    
                    35 000 F Cfa
                        
                        778797310","https://www.expat-dakar.com/annonce/oppo-a58-128gb-6067615","Venant","Oppo","10GB","Noir","128GB","","35 000 F Cfa"
"1739119123-119","https://www.expat-dakar.com/telephones?page=189","IPHONE 12  64Gb / 128Gb  *Promo Ramadan*
                                NeufiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        20. janv., 13:19
                                    
                    200 000 F Cfa
                        
                        771509654","https://www.expat-dakar.com/annonce/iphone-12-64gb-128gb-promo-ramadan-6027575","Neuf","iPhone","","Différent couleur disponible","64go 128go","","200 000 F Cfa"
"1739119131-120","https://www.expat-dakar.com/telephones?page=189","Bracelet connecté  bluetooth noir - Wee'Plug SB6
                                NeufAutres
                                                                                    Patte d‘oie,
                                                                                Dakar
                                    
                                        jeudi, 09:58
                                    
                    7 000 F Cfa
                        
                        784074746
                    
                        784485061
                    
                        781932453","https://www.expat-dakar.com/annonce/bracelet-connecte-bluetooth-noir-weeplug-sb6-5954038","Neuf","Autres","","","","","7 000 F Cfa"
"1739119135-121","https://www.expat-dakar.com/telephones?page=189","Itel A70 - 128Go - RAM 3Go - Écran 6.6"" - DUAL SIM
                                NeufItel
                                                                                    Castor,
                                                                                Dakar
                                    
                                        7. déc. '24, 23:53
                                    
                    47 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/itel-a70-128go-ram-3go-ecran-66-dual-sim-5941812","Neuf","Itel","3","","128","6.6 Pouces","47 000 F Cfa"
"1739119138-122","https://www.expat-dakar.com/telephones?page=189","IPHONE15 Pro Max 256G descellé Bleu
                                NeufiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        20. janv., 13:19
                                    
                    800 000 F Cfa
                        
                        771509654","https://www.expat-dakar.com/annonce/iphone15-pro-max-256g-descelle-bleu-6055704","Neuf","iPhone","","Bleu","256GB","","800 000 F Cfa"
"1739119141-123","https://www.expat-dakar.com/telephones?page=189","Iphone 14 et 15 pro max a très bas prix 128 giga
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        12. janv., 12:55
                                    
            490 000 F Cfa
        
                    455 000 F Cfa
                        
            Économisez -7.7%
        
                        772810196","https://www.expat-dakar.com/annonce/iphone-14-et-15-pro-max-a-tres-bas-prix-128-giga-6080906","Neuf","iPhone","","Toutes Couleurs","128","","490 000 F Cfa
        
                    455 000 F Cfa
                        
            Économisez -7.7%"
"1739119148-124","https://www.expat-dakar.com/telephones?page=189","CASQUE SONY SANS FIL À REDUIRE LE BRUIT WH1000XM4
                                NeufSony
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. nov. '24, 15:34
                                    
                    169 000 F Cfa
                        
                        777510319
                    
                        777510319","https://www.expat-dakar.com/annonce/casque-sony-sans-fil-a-reduire-le-bruit-wh1000xm4-6081334","Neuf","Sony","30","NOIR","30H","1,000.0 Pouces","169 000 F Cfa"
"1739119153-125","https://www.expat-dakar.com/telephones?page=189","CASQUE SANS FIL ET ÉCOUTEURS SONY
                                NeufSony
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. nov. '24, 15:30
                                    
                    59 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/casque-sans-fil-et-ecouteurs-sony-6081392","Neuf","Sony","","Noir","","","59 000 F Cfa"
"1739119168-126","https://www.expat-dakar.com/telephones?page=188","Samsung Galaxy A35
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        6. déc. '24, 09:49
                                    
                    210 000 F Cfa
                        
                        773448645","https://www.expat-dakar.com/annonce/samsung-galaxy-a35-6066954","Neuf","Samsung","6/8","Noir, Blanc, Jaune, Rose","128/256","6.6 Pouces","210 000 F Cfa"
"1739119170-127","https://www.expat-dakar.com/telephones?page=188","IPHONE 15 plus 128G SIM physique
                                VenantiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        20. janv., 13:18
                                    
                    650 000 F Cfa
                        
                        771509654","https://www.expat-dakar.com/annonce/iphone-15-plus-128g-sim-physique-6081987","Venant","iPhone","","Rose","128Gb","","650 000 F Cfa"
"1739119173-128","https://www.expat-dakar.com/telephones?page=188","IPHONE 11 PRO 64GB
                                NeufiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        20. janv., 13:18
                                    
                    245 000 F Cfa
                        
                        771509654","https://www.expat-dakar.com/annonce/iphone-11-pro-64gb-5927836","Neuf","iPhone","","Différent couleur disponible","64GB","","245 000 F Cfa"
"1739119176-129","https://www.expat-dakar.com/telephones?page=188","HUAWEI NOVA Y70
                                NeufHuawei
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. déc. '24, 08:29
                                    
                                            Vendeur vérifié
                                        
                    100 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/huawei-nova-y70-5068114","Neuf","Huawei","4","","128GO","6.7 Pouces","100 000 F Cfa"
"1739119184-130","https://www.expat-dakar.com/telephones?page=188","Xiaomi Redmi Note 12 ram 4 rom 128 6.5 pouces 5G
                                NeufXiaomi
                                                                                    Médina,
                                                                                Dakar
                                    
                                        19. déc. '24, 08:31
                                    
                                            Vendeur vérifié
                                        
                    100 000 F Cfa
                        
                        774901212
                    
                        773611304
                    
                        767499096","https://www.expat-dakar.com/annonce/xiaomi-redmi-note-12-ram-4-rom-128-65-pouces-5g-5513435","Neuf","Xiaomi","4","","128 go","6.5 Pouces","100 000 F Cfa"
"1739119187-131","https://www.expat-dakar.com/telephones?page=188","TABLETTE MODIO 128GB RAM 6GB
                                NeufAutres
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        2. déc. '24, 14:06
                                    
                    39 000 F Cfa
                        
                        776862827","https://www.expat-dakar.com/annonce/tablette-modio-128gb-ram-6gb-6091999","Neuf","Autres","6","","128","","39 000 F Cfa"
"1739119191-132","https://www.expat-dakar.com/telephones?page=188","iPhone 11 Pro 256go
                                VenantiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        29. nov. '24, 02:42
                                    
                    240 000 F Cfa
                        
                        770767272
                    
                        338225777","https://www.expat-dakar.com/annonce/iphone-11-pro-256go-6040020","Venant","iPhone","6go","Noir Gold ect…","256go","5.8 Pouces","240 000 F Cfa"
"1739119197-133","https://www.expat-dakar.com/telephones?page=188","iPhone XR
                                VenantiPhone
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        10. déc. '24, 12:40
                                    
                    110 000 F Cfa
                        
                        775362983
                    
                        775630932","https://www.expat-dakar.com/annonce/iphone-xr-6098935","Venant","iPhone","","Blanc noir rouge jaune bleu orange","64","","110 000 F Cfa"
"1739119209-134","https://www.expat-dakar.com/telephones?page=188","Xiaomi Redmi note 10 pro
                                NeufXiaomi
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        5. déc. '24, 11:50
                                    
                    140 000 F Cfa
                        
                        774888094","https://www.expat-dakar.com/annonce/xiaomi-redmi-note-10-pro-6100253","Neuf","Xiaomi","6 Go","Noire","128 Go","6.6 Pouces","140 000 F Cfa"
"1739119215-135","https://www.expat-dakar.com/telephones?page=188","TCL 403 – 32 Go – ÉCRAN 6"" pouces
                                NeufAutres
                                                                                    Castor,
                                                                                Dakar
                                    
                                        7. déc. '24, 23:52
                                    
                    35 000 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/tcl-403-32-go-ecran-6-pouces-5943485","Neuf","Autres","2","Noir / Mauve","32","6.0 Pouces","35 000 F Cfa"
"1739119226-136","https://www.expat-dakar.com/telephones?page=187","GALAXY SAMSUNG A15
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 17:32
                                    
                    98 000 F Cfa
                        
                        770723466","https://www.expat-dakar.com/annonce/galaxy-samsung-a15-5988293","Neuf","Samsung","6","Noir","128","","98 000 F Cfa"
"1739119229-137","https://www.expat-dakar.com/telephones?page=187","GALAXY SAMSUNG A05 64GB RAM 4GB
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        14. déc. '24, 18:02
                                    
                    73 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/galaxy-samsung-a05-64gb-ram-4gb-6111515","Neuf","Samsung","4","Noir","64","","73 000 F Cfa"
"1739119233-138","https://www.expat-dakar.com/telephones?page=187","Tecno Spark 20 - 128Go Ram 8 Go
                                NeufTecno
                                                                                    Castor,
                                                                                Dakar
                                    
                                        4. déc. '24, 12:49
                                    
                    67 500 F Cfa
                        
                        771452029
                    
                        762809427","https://www.expat-dakar.com/annonce/tecno-spark-20-128go-ram-8-go-5968263","Neuf","Tecno","4+4","","128","6.6 Pouces","67 500 F Cfa"
"1739119240-139","https://www.expat-dakar.com/telephones?page=187","Xiaomi 14 Ultra 5G
                                VenantXiaomi
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        4. nov. '24, 21:34
                                    
                    699 900 F Cfa
                        
                        773448645","https://www.expat-dakar.com/annonce/xiaomi-14-ultra-5g-6113192","Venant","Xiaomi","16","Black","512","6.7 Pouces","699 900 F Cfa"
"1739119242-140","https://www.expat-dakar.com/telephones?page=187","Samsung Galaxy Z Fold4 5G
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        jeudi, 12:01
                                    
                    559 900 F Cfa
                        
                        773448645","https://www.expat-dakar.com/annonce/samsung-galaxy-z-fold4-5g-5896422","Neuf","Samsung","12","Noir gris","256","6.7 Pouces","559 900 F Cfa"
"1739119245-141","https://www.expat-dakar.com/telephones?page=187","Iphone 12 pro et 12 pro max
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        12. janv., 15:28
                                    
                    273 000 F Cfa
                        
                        772810196","https://www.expat-dakar.com/annonce/iphone-12-pro-et-12-pro-max-5399694","Venant","iPhone","","Toutes les couleurs","128","","273 000 F Cfa"
"1739119247-142","https://www.expat-dakar.com/telephones?page=187","Samsung Galaxy S23
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        16. déc. '24, 16:15
                                    
                    335 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247","https://www.expat-dakar.com/annonce/samsung-galaxy-s23-6093107","Neuf","Samsung","8 Go","Silvère","128 Go","6.1 Pouces","335 000 F Cfa"
"1739119250-143","https://www.expat-dakar.com/telephones?page=187","GALAXY SAMSUNG A15 256GB RAM 8GB
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 11:42
                                    
                    122 000 F Cfa
                        
                        767335517","https://www.expat-dakar.com/annonce/galaxy-samsung-a15-256gb-ram-8gb-6120932","Neuf","Samsung","8","","256","","122 000 F Cfa"
"1739119252-144","https://www.expat-dakar.com/telephones?page=187","iPhone 15 plus authentique
                                NeufiPhone
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:10
                                    
                    600 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/iphone-15-plus-authentique-6121786","Neuf","iPhone","12","all color","256g","","600 000 F Cfa"
"1739119255-145","https://www.expat-dakar.com/telephones?page=187","iPhone 15 pro authentique
                                NeufiPhone
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:10
                                    
                    600 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/iphone-15-pro-authentique-6121787","Neuf","iPhone","12","natural","128g","","600 000 F Cfa"
"1739119260-146","https://www.expat-dakar.com/telephones?page=186","pixel fold
                                NeufGoogle
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:09
                                    
                    890 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/pixel-fold-6121796","Neuf","Google","12g","all color","256g","","890 000 F Cfa"
"1739119263-147","https://www.expat-dakar.com/telephones?page=186","15 pro max 256 go
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        7. déc. '24, 23:34
                                    
                    720 000 F Cfa
                        
                        778281616","https://www.expat-dakar.com/annonce/15-pro-max-256-go-6107565","Neuf","iPhone","","","256gb","","720 000 F Cfa"
"1739119265-148","https://www.expat-dakar.com/telephones?page=186","Galaxie fold 3
                                VenantSamsung
                                                                                    Médina,
                                                                                Dakar
                                    
                                        7. déc. '24, 23:40
                                    
                    315 000 F Cfa
                        
                        778281616","https://www.expat-dakar.com/annonce/galaxie-fold-3-6061992","Venant","Samsung","","","","","315 000 F Cfa"
"1739119270-149","https://www.expat-dakar.com/telephones?page=186","Xr 64 Go
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        7. déc. '24, 23:32
                                    
            100 000 F Cfa
        
                    115 000 F Cfa
                        
            Économisez 13%
        
                        778281616","https://www.expat-dakar.com/annonce/xr-64-go-6084470","Venant","iPhone","","","64","","100 000 F Cfa
        
                    115 000 F Cfa
                        
            Économisez 13%"
"1739119272-150","https://www.expat-dakar.com/telephones?page=186","GALAXY SAMSUNG A15 128GB RAM 8GB 4G
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        mardi, 04:17
                                    
                    210 000 F Cfa
                        
                        783050985","https://www.expat-dakar.com/annonce/galaxy-samsung-a15-128gb-ram-8gb-4g-6123535","Neuf","Samsung","8","Noir","128","","210 000 F Cfa"
"1739119275-151","https://www.expat-dakar.com/telephones?page=186","Samsung Galaxy Z Fold 6 256GB + 12 RAM
                                NeufSamsung
                                                                                    Mermoz,
                                                                                Dakar
                                    
                                        20. déc. '24, 00:34
                                    
                    1 080 000 F Cfa
                        
                        781561010","https://www.expat-dakar.com/annonce/samsung-galaxy-z-fold-6-256gb-12-ram-6124316","Neuf","Samsung","12","Gris, Bleu Marine, Rose","256","7.6 Pouces","1 080 000 F Cfa"
"1739119277-152","https://www.expat-dakar.com/telephones?page=186","IPhone 12 Pro Max 128
                                VenantiPhone
                                                                                    Castor,
                                                                                Dakar
                                    
                                        14. oct. '24, 22:49
                                    
                    290 000 F Cfa
                        
                        778233321
                    
                        778233321","https://www.expat-dakar.com/annonce/iphone-12-pro-max-128-6125117","Venant","iPhone","","","128","","290 000 F Cfa"
"1739119279-153","https://www.expat-dakar.com/telephones?page=186","IPhone XR 64Go
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        12. nov. '24, 11:36
                                    
                    115 000 F Cfa
                        
                        773848563","https://www.expat-dakar.com/annonce/iphone-xr-64go-6116856","Venant","iPhone","","Tous les couleurs sont disponibles","64","","115 000 F Cfa"
"1739119282-154","https://www.expat-dakar.com/telephones?page=186","iPhone 6S  MN1M2LL/A 32 GB
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        23. janv., 15:44
                                    
                    40 000 F Cfa
                        
                        789145911
                    
                        789145911","https://www.expat-dakar.com/annonce/iphone-6s-mn1m2lla-32-gb-6097111","Neuf","iPhone","32","","","","40 000 F Cfa"
"1739119288-155","https://www.expat-dakar.com/telephones?page=186","Oppo reno3
                                NeufOppo
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. déc. '24, 14:13
                                    
                    140 000 F Cfa
                        
                        774038651","https://www.expat-dakar.com/annonce/oppo-reno3-6130397","Neuf","Oppo","8","Tout","128","","140 000 F Cfa"
"1739119294-156","https://www.expat-dakar.com/telephones?page=185","GALAXY SAMSUNG A34 128GB RAM 6GB
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        8. janv., 11:06
                                    
                    169 000 F Cfa
                        
                        781066640
                    
                        781066640","https://www.expat-dakar.com/annonce/galaxy-samsung-a34-128gb-ram-6gb-6130805","Neuf","Samsung","6","Noir","128","","169 000 F Cfa"
"1739119297-157","https://www.expat-dakar.com/telephones?page=185","Huawei Pura 70 Ultra 512go
                                NeufHuawei
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        16. janv., 12:09
                                    
                    775 000 F Cfa
                        
                        783181818
                    
                        783088888","https://www.expat-dakar.com/annonce/huawei-pura-70-ultra-512go-6132176","Neuf","Huawei","16","","512","","775 000 F Cfa"
"1739119300-158","https://www.expat-dakar.com/telephones?page=185","z fold 5 open box
                                NeufSamsung
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:08
                                    
                    550 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/z-fold-5-open-box-6133244","Neuf","Samsung","12","noir","256g","7.0 Pouces","550 000 F Cfa"
"1739119306-159","https://www.expat-dakar.com/telephones?page=185","iPhone 15 simple authentique
                                NeufiPhone
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:07
                                    
                    500 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/iphone-15-simple-authentique-6121784","Neuf","iPhone","12","all color","128g","","500 000 F Cfa"
"1739119308-160","https://www.expat-dakar.com/telephones?page=185","iPhone 13 simple authentique
                                NeufiPhone
                                                                                    Hlm grand-yoff,
                                                                                Dakar
                                    
                                        15. nov. '24, 13:07
                                    
                    375 000 F Cfa
                        
                        772133541","https://www.expat-dakar.com/annonce/iphone-13-simple-authentique-6121783","Neuf","iPhone","8","all color","128g","","375 000 F Cfa"
"1739119311-161","https://www.expat-dakar.com/telephones?page=185","Vente Oppo Flip N3
                                NeufOppo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        13. déc. '24, 10:28
                                    
                    525 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247","https://www.expat-dakar.com/annonce/vente-oppo-flip-n3-6049269","Neuf","Oppo","12 Go","Black","256 Go","6.8 Pouces","525 000 F Cfa"
"1739119313-162","https://www.expat-dakar.com/telephones?page=185","Galaxie fold 6
                                NeufSamsung
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. déc. '24, 14:13
                                    
                    1 000 000 F Cfa
                        
                        774038651","https://www.expat-dakar.com/annonce/galaxie-fold-6-6123145","Neuf","Samsung","12","Tout","256","","1 000 000 F Cfa"
"1739119316-163","https://www.expat-dakar.com/telephones?page=185","Huawei P 60 Pro
                                NeufHuawei
                                                                                    Médina,
                                                                                Dakar
                                    
                                        11. déc. '24, 14:12
                                    
                    450 000 F Cfa
                        
                        774038651","https://www.expat-dakar.com/annonce/huawei-p-60-pro-6133775","Neuf","Huawei","8","Tout","256","","450 000 F Cfa"
